player_id,player,age,g,gs,mp,fg,fga,x3p,x3pa,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts,tm,pos,x2p,x2pa,trb,mpg,season
jordami01,Michael Jordan,29,78,78,3067,992,2003,81,230,476,569,135,387,428,221,61,207,188,2541,CHICAGO BULLS,SHOOTING GUARD,911,1773,522,39.32051282051282,1993
malonka01,Karl Malone,29,82,82,3099,797,1443,4,20,619,836,227,692,308,124,85,240,261,2217,UTAH JAZZ,POWER FORWARD,793,1423,919,37.792682926829265,1993
olajuha01,Hakeem Olajuwon,30,82,82,3242,848,1603,0,8,444,570,283,785,291,150,342,262,305,2140,HOUSTON ROCKETS,CENTER,848,1595,1068,39.53658536585366,1993
wilkido01,Dominique Wilkins,33,71,70,2647,741,1584,120,316,519,627,187,295,227,70,27,184,116,2121,ATLANTA HAWKS,SMALL FORWARD,621,1268,482,37.28169014084507,1993
ewingpa01,Patrick Ewing,30,81,81,3003,779,1550,1,7,400,556,191,789,151,74,161,265,286,1959,NEW YORK KNICKS,CENTER,778,1543,980,37.074074074074076,1993
barklch01,Charles Barkley,29,76,76,2859,716,1376,67,220,445,582,237,691,385,119,74,233,196,1944,PHOENIX SUNS,POWER FORWARD,649,1156,928,37.61842105263158,1993
robinda01,David Robinson,27,82,82,3211,676,1348,3,17,561,766,229,727,301,127,264,241,239,1916,SAN ANTONIO SPURS,CENTER,673,1331,956,39.15853658536585,1993
onealsh01,Shaquille O'Neal,20,81,81,3071,733,1304,0,2,427,721,342,780,152,60,286,307,321,1893,ORLANDO MAGIC,CENTER,733,1302,1122,37.91358024691358,1993
johnsla02,Larry Johnson,23,82,82,3323,728,1385,18,71,336,438,281,583,353,53,27,227,187,1810,CHARLOTTE HORNETS,POWER FORWARD,710,1314,864,40.52439024390244,1993
dumarjo01,Joe Dumars,29,77,77,3094,677,1454,112,299,343,397,63,85,308,78,7,138,141,1809,DETROIT PISTONS,SHOOTING GUARD,565,1155,148,40.18181818181818,1993
mannida01,Danny Manning,26,79,77,2761,702,1379,8,30,388,484,198,322,207,108,101,230,323,1800,LOS ANGELES CLIPPERS,POWER FORWARD,694,1349,520,34.949367088607595,1993
millere01,Reggie Miller,27,82,82,2954,571,1193,167,419,427,485,67,191,262,120,26,145,182,1736,INDIANA PACERS,SHOOTING GUARD,404,774,258,36.02439024390244,1993
lewisre01,Reggie Lewis,27,80,80,3144,663,1410,14,60,326,376,88,259,298,118,77,133,248,1666,BOSTON CELTICS,SHOOTING GUARD,649,1350,347,39.3,1993
hawkihe01,Hersey Hawkins,26,81,81,2977,551,1172,122,307,419,487,91,255,317,137,30,180,189,1643,PHILADELPHIA 76ERS,SHOOTING GUARD,429,865,346,36.75308641975309,1993
mournal01,Alonzo Mourning,22,78,78,2644,572,1119,0,3,495,634,263,542,76,27,271,236,286,1639,CHARLOTTE HORNETS,CENTER,572,1116,805,33.8974358974359,1993
anderni01,Nick Anderson,25,79,76,2920,594,1324,88,249,298,402,122,355,265,128,56,164,200,1574,ORLANDO MAGIC,SHOOTING GUARD,506,1075,477,36.962025316455694,1993
colemde01,Derrick Coleman,25,76,73,2759,564,1226,23,99,421,521,247,605,276,92,126,243,210,1572,NEW JERSEY NETS,POWER FORWARD,541,1127,852,36.30263157894737,1993
robincl02,Clifford Robinson,26,82,12,2575,632,1336,19,77,287,416,165,377,182,98,163,173,287,1570,PORTLAND TRAIL BLAZERS,POWER FORWARD,613,1259,542,31.402439024390244,1993
schrede01,Detlef Schrempf,30,82,60,3098,517,1085,8,52,525,653,210,570,493,79,27,243,305,1567,INDIANA PACERS,POWER FORWARD,509,1033,780,37.78048780487805,1993
