player_id,draft_year,draft_pick
walkeea01,1985,122
ducketo01,1985,123
raynech01,1985,124
johnsri03,1985,125
meaghda01,1985,126
englama01,1985,127
harpech01,1985,128
milleji01,1985,129
almonge01,1985,130
moorecu01,1985,131
coopeca01,1985,132
gilesvi01,1985,133
pottesa01,1985,134
carrajo01,1985,135
lloydda01,1985,136
anderqu01,1985,137
nealto01,1985,138
lewisra01,1985,139
acresje01,1985,140
boyder01,1985,141
bantuke01,1985,142
malonga01,1985,143
phelpmi01,1985,144
gipsoal01,1985,145
ferrybo02,1985,146
peterbu01,1985,147
gloucge01,1985,148
adkinje01,1985,149
grayke01,1985,150
wackemi01,1985,151
youngal02,1985,152
owenma01,1985,153
mclaiga01,1985,154
catched01,1985,155
jamesfr01,1985,156
turnedo02,1985,157
smithed02,1985,158
andreja01,1985,159
eliema01,1985,160
cleplke01,1985,161
remlych01,1985,162
daughbr01,1986,1
biasle01,1986,2
washbch01,1986,3
persoch01,1986,4
walkeke01,1986,5
bedfowi01,1986,6
tarplro01,1986,7
harpero01,1986,8
sellebr01,1986,9
dawkijo01,1986,10
sallejo01,1986,11
willijo02,1986,12
washipe01,1986,13
berrywa01,1986,14
curryde01,1986,15
martima01,1986,16
pressha01,1986,17
alarima01,1986,18
thompbi01,1986,19
johnsbu01,1986,20
jonesan01,1986,21
skilesc01,1986,22
barloke01,1986,23
pricema01,1986,25
dreilgr01,1986,26
rodmade01,1986,27
krystla01,1986,28
