player_id,player,age,g,gs,mp,fg,fga,x3p,x3pa,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts,tm,pos,x2p,x2pa,trb,mpg,season
bryanko01,Kobe Bryant,29,82,82,3192,775,1690,150,415,623,742,94,423,441,151,40,257,227,2323,LOS ANGELES LAKERS,SHOOTING GUARD,625,1275,517,38.926829268292686,2008
jamesle01,LeBron James,23,75,74,3027,794,1642,113,359,549,771,133,459,539,138,81,255,165,2250,CLEVELAND CAVALIERS,SMALL FORWARD,681,1283,592,40.36,2008
iversal01,Allen Iverson,32,82,82,3424,712,1556,95,275,645,797,47,196,586,160,12,245,109,2164,DENVER NUGGETS,SHOOTING GUARD,617,1281,243,41.75609756097561,2008
stoudam01,Amar'e Stoudemire,25,79,79,2677,714,1211,5,31,556,691,178,541,118,64,163,174,294,1989,PHOENIX SUNS,CENTER,709,1180,719,33.88607594936709,2008
anthoca01,Carmelo Anthony,23,77,77,2806,728,1481,58,164,464,590,178,393,259,98,39,253,253,1978,DENVER NUGGETS,SMALL FORWARD,670,1317,571,36.44155844155844,2008
jefferi01,Richard Jefferson,27,82,82,3200,619,1328,77,213,542,679,93,249,252,76,21,199,225,1857,NEW JERSEY NETS,SMALL FORWARD,542,1115,342,39.02439024390244,2008
nowitdi01,Dirk Nowitzki,29,77,77,2769,630,1314,79,220,478,544,95,564,266,51,71,160,198,1817,DALLAS MAVERICKS,POWER FORWARD,551,1094,659,35.96103896103896,2008
davisba01,Baron Davis,28,82,82,3196,650,1526,173,525,318,424,96,289,623,191,43,232,247,1791,GOLDEN STATE WARRIORS,POINT GUARD,477,1001,385,38.97560975609756,2008
richaja01,Jason Richardson,27,82,82,3149,648,1468,243,599,249,331,80,361,258,116,57,166,241,1788,CHARLOTTE BOBCATS,SMALL FORWARD,405,869,441,38.40243902439025,2008
johnsjo02,Joe Johnson,26,82,82,3343,647,1497,169,444,316,379,83,284,474,84,18,223,168,1779,ATLANTA HAWKS,SHOOTING GUARD,478,1053,367,40.76829268292683,2008
jeffeal01,Al Jefferson,23,82,82,2919,721,1441,0,5,284,394,308,603,117,74,119,167,222,1726,MINNESOTA TIMBERWOLVES,CENTER,721,1436,911,35.59756097560975,2008
boozeca01,Carlos Boozer,26,81,81,2827,709,1297,0,1,290,393,197,647,233,100,41,210,293,1708,UTAH JAZZ,POWER FORWARD,709,1296,844,34.901234567901234,2008
howardw01,Dwight Howard,22,82,82,3088,583,974,0,4,529,897,279,882,110,74,176,263,274,1695,ORLANDO MAGIC,CENTER,583,970,1161,37.65853658536585,2008
jamisan01,Antawn Jamison,31,79,79,3061,618,1417,120,354,333,438,215,591,120,106,34,113,195,1689,WASHINGTON WIZARDS,POWER FORWARD,498,1063,806,38.74683544303797,2008
paulch01,Chris Paul,22,80,80,3006,630,1291,92,249,332,390,62,259,925,217,4,201,185,1684,NEW ORLEANS HORNETS,POINT GUARD,538,1042,321,37.575,2008
crawfja01,Jamal Crawford,27,80,80,3190,570,1391,176,494,329,381,37,170,398,81,17,192,144,1645,NEW YORK KNICKS,SHOOTING GUARD,394,897,207,39.875,2008
ellismo01,Monta Ellis,22,81,72,3071,652,1227,12,52,320,417,133,271,315,124,27,173,195,1636,GOLDEN STATE WARRIORS,SHOOTING GUARD,640,1175,404,37.91358024691358,2008
gayru01,Rudy Gay,21,81,81,3000,625,1355,134,387,248,316,140,359,158,111,79,190,230,1632,MEMPHIS GRIZZLIES,SMALL FORWARD,491,968,499,37.03703703703704,2008
reddmi01,Michael Redd,28,72,71,2702,550,1243,130,359,402,490,85,224,247,65,13,181,120,1632,MILWAUKEE BUCKS,SHOOTING GUARD,420,884,309,37.52777777777778,2008
iguodan01,Andre Iguodala,24,82,82,3242,582,1277,101,307,365,506,85,361,391,171,49,214,187,1630,PHILADELPHIA 76ERS,SMALL FORWARD,481,970,446,39.53658536585366,2008
duranke01,Kevin Durant,19,80,80,2768,587,1366,59,205,391,448,70,278,192,78,75,232,122,1624,SEATTLE SUPERSONICS,SHOOTING GUARD,528,1161,348,34.6,2008
