player_id,player,age,g,gs,mp,fg,fga,x3p,x3pa,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts,tm,pos,x2p,x2pa,trb,mpg,season
jordami01,Michael Jordan,25,81,81,3255,966,1795,27,98,674,793,149,503,650,234,65,290,247,2633,CHICAGO BULLS,SHOOTING GUARD,939,1697,652,40.18518518518518,1989
malonka01,Karl Malone,25,80,80,3126,809,1559,5,16,703,918,259,594,219,144,70,285,286,2326,UTAH JAZZ,POWER FORWARD,804,1543,853,39.075,1989
ellisda01,Dale Ellis,28,82,82,3190,857,1710,162,339,377,462,156,186,164,108,22,218,197,2253,SEATTLE SUPERSONICS,SHOOTING GUARD,695,1371,342,38.90243902439025,1989
mullich01,Chris Mullin,25,82,82,3093,830,1630,23,100,493,553,152,331,415,176,39,296,178,2176,GOLDEN STATE WARRIORS,SMALL FORWARD,807,1530,483,37.71951219512195,1989
englial01,Alex English,35,82,82,2990,924,1881,2,8,325,379,148,178,383,66,12,198,174,2175,DENVER NUGGETS,SMALL FORWARD,922,1873,326,36.46341463414634,1989
drexlcl01,Clyde Drexler,26,78,78,3064,829,1672,27,104,438,548,289,326,450,213,54,250,269,2123,PORTLAND TRAIL BLAZERS,SHOOTING GUARD,802,1568,615,39.282051282051285,1989
wilkido01,Dominique Wilkins,29,80,80,2997,814,1756,29,105,442,524,256,297,211,117,52,181,138,2099,ATLANTA HAWKS,SMALL FORWARD,785,1651,553,37.4625,1989
chambto01,Tom Chambers,29,81,81,3002,774,1643,28,86,509,598,143,541,231,87,55,231,271,2085,PHOENIX SUNS,POWER FORWARD,746,1557,684,37.06172839506173,1989
barklch01,Charles Barkley,25,79,79,3088,700,1208,35,162,602,799,403,583,325,126,67,254,262,2037,PHILADELPHIA 76ERS,POWER FORWARD,665,1046,986,39.08860759493671,1989
olajuha01,Hakeem Olajuwon,26,82,82,3024,790,1556,0,10,454,652,338,767,149,213,282,275,329,2034,HOUSTON ROCKETS,CENTER,790,1546,1105,36.8780487804878,1989
cummite01,Terry Cummings,27,80,78,2824,730,1563,7,15,362,460,281,369,198,106,72,201,265,1829,MILWAUKEE BUCKS,SMALL FORWARD,723,1548,650,35.3,1989
ewingpa01,Patrick Ewing,26,80,80,2896,727,1282,0,6,361,484,213,527,188,117,281,266,311,1815,NEW YORK KNICKS,CENTER,727,1276,740,36.2,1989
mchalke01,Kevin McHale,31,78,74,2876,661,1211,0,4,436,533,223,414,172,26,97,196,223,1758,BOSTON CELTICS,POWER FORWARD,661,1207,637,36.87179487179487,1989
richmmi01,Mitch Richmond,23,79,79,2717,649,1386,33,90,410,506,158,310,334,82,13,269,223,1741,GOLDEN STATE WARRIORS,SHOOTING GUARD,616,1296,468,34.392405063291136,1989
johnsma02,Magic Johnson,29,77,77,2886,579,1137,59,188,513,563,111,496,988,138,22,312,172,1730,LOS ANGELES LAKERS,POINT GUARD,520,949,607,37.48051948051948,1989
persoch01,Chuck Person,24,80,79,3012,711,1453,63,205,243,307,144,372,289,83,18,308,280,1728,INDIANA PACERS,SMALL FORWARD,648,1248,516,37.65,1989
