player_id,player,age,g,gs,mp,fg,fga,x3p,x3pa,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts,tm,pos,x2p,x2pa,trb,mpg,season
bryanko01,Kobe Bryant,28,77,77,3140,813,1757,137,398,667,768,75,364,413,111,36,255,205,2430,LOS ANGELES LAKERS,SHOOTING GUARD,676,1359,439,40.77922077922078,2007
jamesle01,LeBron James,22,78,78,3190,772,1621,99,310,489,701,83,443,470,125,55,250,171,2132,CLEVELAND CAVALIERS,SMALL FORWARD,673,1311,526,40.8974358974359,2007
arenagi01,Gilbert Arenas,25,74,73,2942,647,1548,205,584,606,718,61,277,443,139,13,236,249,2105,WASHINGTON WIZARDS,POINT GUARD,442,964,338,39.75675675675676,2007
cartevi01,Vince Carter,30,82,82,3126,726,1598,156,437,462,576,114,378,393,82,30,217,266,2070,NEW JERSEY NETS,SHOOTING GUARD,570,1161,492,38.1219512195122,2007
nowitdi01,Dirk Nowitzki,28,78,78,2820,673,1341,72,173,498,551,122,571,263,52,62,167,171,1916,DALLAS MAVERICKS,POWER FORWARD,601,1168,693,36.15384615384615,2007
anthoca01,Carmelo Anthony,22,65,65,2486,691,1453,40,149,459,568,143,248,249,77,23,234,203,1881,DENVER NUGGETS,SMALL FORWARD,651,1304,391,38.246153846153845,2007
gordobe01,Ben Gordon,23,82,51,2704,609,1338,155,375,380,440,35,223,296,64,17,249,252,1753,CHICAGO BULLS,SHOOTING GUARD,454,963,258,32.97560975609756,2007
mcgratr01,Tracy McGrady,27,71,71,2539,638,1480,126,381,345,488,56,322,458,92,36,213,136,1747,HOUSTON ROCKETS,SHOOTING GUARD,512,1099,378,35.76056338028169,2007
garneke01,Kevin Garnett,30,76,76,2995,638,1341,12,56,416,498,183,792,313,89,126,205,184,1704,MINNESOTA TIMBERWOLVES,POWER FORWARD,626,1285,975,39.4078947368421,2007
stoudam01,Amar'e Stoudemire,24,82,78,2689,607,1055,0,3,457,585,222,564,84,78,110,232,295,1671,PHOENIX SUNS,CENTER,607,1052,786,32.792682926829265,2007
brandel01,Elton Brand,27,80,80,3077,645,1211,1,1,351,461,268,476,235,77,179,202,238,1642,LOS ANGELES CLIPPERS,POWER FORWARD,644,1210,744,38.4625,2007
martike02,Kevin Martin,23,80,80,2818,505,1067,127,333,481,570,69,273,173,98,11,135,181,1618,SACRAMENTO KINGS,SHOOTING GUARD,378,734,342,35.225,2007
randoza01,Zach Randolph,25,68,67,2425,600,1286,14,48,394,481,199,489,147,53,15,215,184,1608,PORTLAND TRAIL BLAZERS,POWER FORWARD,586,1238,688,35.661764705882355,2007
duncati01,Tim Duncan,30,80,80,2726,618,1131,1,9,362,568,213,633,273,66,190,224,203,1599,SAN ANTONIO SPURS,CENTER,617,1122,846,34.075,2007
curryed01,Eddy Curry,24,81,81,2849,585,1016,1,1,405,659,195,376,68,34,40,295,265,1576,NEW YORK KNICKS,CENTER,584,1015,571,35.17283950617284,2007
boshch01,Chris Bosh,22,69,69,2658,543,1094,12,35,463,590,186,555,175,39,90,179,163,1561,TORONTO RAPTORS,CENTER,531,1059,741,38.52173913043478,2007
boozeca01,Carlos Boozer,25,74,74,2557,647,1154,0,0,255,372,235,632,221,70,21,194,217,1549,UTAH JAZZ,POWER FORWARD,647,1154,867,34.554054054054056,2007
denglu01,Luol Deng,21,82,82,3071,630,1218,1,7,279,359,148,431,204,97,48,153,167,1540,CHICAGO BULLS,SMALL FORWARD,629,1211,579,37.451219512195124,2007
