player_id,player,age,x2p_pg_2026,x3p_pg_2026,ft_pg_2026,trb_pg_2026,ast_pg_2026,stl_pg_2026,blk_pg_2026,tov_pg_2026,x2p_pg_2025,x3p_pg_2025,ft_pg_2025,trb_pg_2025,ast_pg_2025,stl_pg_2025,blk_pg_2025,tov_pg_2025,x2p_pg_2024,x3p_pg_2024,ft_pg_2024,trb_pg_2024,ast_pg_2024,stl_pg_2024,blk_pg_2024,tov_pg_2024,fantasy_pts_2026,fantasy_pts_2025,fantasy_pts_2024,proj_mpg_y1,x2p_pg_y1,x3p_pg_y1,ft_pg_y1,trb_pg_y1,ast_pg_y1,stl_pg_y1,blk_pg_y1,tov_pg_y1,fantasy_pts_y1,proj_mpg_y2,x2p_pg_y2,x3p_pg_y2,ft_pg_y2,trb_pg_y2,ast_pg_y2,stl_pg_y2,blk_pg_y2,tov_pg_y2,fantasy_pts_y2,proj_mpg_y3,x2p_pg_y3,x3p_pg_y3,ft_pg_y3,trb_pg_y3,ast_pg_y3,stl_pg_y3,blk_pg_y3,tov_pg_y3,fantasy_pts_y3,proj_mpg_y4,x2p_pg_y4,x3p_pg_y4,ft_pg_y4,trb_pg_y4,ast_pg_y4,stl_pg_y4,blk_pg_y4,tov_pg_y4,fantasy_pts_y4,proj_mpg_y5,x2p_pg_y5,x3p_pg_y5,ft_pg_y5,trb_pg_y5,ast_pg_y5,stl_pg_y5,blk_pg_y5,tov_pg_y5,fantasy_pts_y5
jokicni01,Nikola Jokić,30.0,8.184615384615384,1.7230769230769232,6.138461538461539,12.861538461538462,10.723076923076922,1.4153846153846155,0.8153846153846154,3.7384615384615385,9.257142857142858,1.9714285714285715,5.1571428571428575,12.742857142857142,10.228571428571428,1.8142857142857143,0.6428571428571429,3.2857142857142856,9.354430379746836,1.0506329113924051,4.531645569620253,12.354430379746836,8.962025316455696,1.3670886075949367,0.8607594936708861,3.0,62.43076923076923,64.12857142857145,58.23417721518988,34.32909607734039,8.169304434595519,1.6685528627509048,5.327260901311121,12.062143527171242,9.741560187906465,1.4653567841647408,0.7380353481979498,3.366958337278872,59.084853145664574,32.955932234246774,7.564207301124066,1.6002621017720522,4.929851686902933,11.180118381548358,8.961095065863828,1.3817401538931962,0.7009403506536243,3.1817681504372235,54.85032010407343,31.308135622534433,6.916929001208273,1.5162312739430328,4.505299313488916,10.234341418434745,8.137920888324945,1.2873463860734544,0.6577707315145713,2.980173430335686,50.28780676327362,29.429647485182365,6.244979772481245,1.4193927892627642,4.065055184599477,9.250533943739997,7.293603972361649,1.1850261176732766,0.6099037798153291,2.7655542038515404,45.52384917861917,27.3695721612196,5.565777779637388,1.312955615366207,3.6204955940032755,8.25434227593271,6.449286178772585,1.077746584152377,0.5588023179252308,2.541598843503835,40.685073494854734
doncilu01,Luka Dončić,26.0,6.859375,3.96875,7.859375,7.734375,8.28125,1.640625,0.53125,3.984375,5.68,3.54,6.18,8.18,7.66,1.78,0.42,3.58,7.428571428571429,4.057142857142857,6.828571428571428,9.242857142857142,9.8,1.4142857142857144,0.5428571428571428,4.0285714285714285,57.92578125,52.48500000000001,62.01071428571428,35.82194642857142,6.547152228767984,3.7991831462384833,7.136978679647964,7.9775014762671885,8.133368418607716,1.6349884993061652,0.5166552979283807,3.786389524511879,56.210854881358095,35.82194642857142,6.426418127472653,3.700536634441347,6.901311273069233,7.901961984438898,7.909879934760682,1.6148314775169856,0.528259566038374,3.692625485454207,55.03789915841185,35.463726964285705,6.236546847775063,3.563972653676998,6.598291554541923,7.736669303770539,7.606164493861334,1.576639581105712,0.5327806616680832,3.5749926747612424,53.27473072979519,34.75445242499999,5.9825562607536185,3.3929224469035053,6.235280329653826,7.486436985409179,7.229791355163126,1.5214843034081256,0.5302305608312821,3.434555752323747,50.968045308694684,33.71181885224999,5.671726869673868,3.192042667126513,5.8217861892524825,7.1590547228688015,6.79091547809853,1.4510327796080182,0.5208645090755478,3.273047696533961,48.1838302798137
wembavi01,Victor Wembanyama,22.0,6.734375,1.90625,5.8125,11.5,3.109375,1.03125,3.078125,2.421875,5.782608695652174,3.0869565217391304,3.4347826086956523,11.0,3.652173913043478,1.1304347826086956,3.8260869565217392,3.239130434782609,5.957746478873239,1.8028169014084507,4.112676056338028,10.633802816901408,3.859154929577465,1.2394366197183098,3.5774647887323945,3.6619718309859155,51.046875,51.78260869565217,48.32042253521127,30.418642835272504,6.452396198775509,2.203826073617626,5.048661870257781,11.292103306286567,3.4219072193182365,1.108049884784877,3.260913387643344,2.6732056770910257,51.21424615680817,30.418642835272504,6.377313815832311,2.204863494423148,4.9566500926479895,11.109255153601431,3.4734849644596295,1.1233309202367834,3.145175594741506,2.572449549128896,50.673452851665424,30.418642835272504,6.280981991602847,2.1971670426267536,4.849851951618496,10.892065392122566,3.5087372596961437,1.1334041800212957,3.0230023843926337,2.489594557667146,49.94952054239615,30.418642835272504,6.165135336376291,2.1812104743656735,4.729772672799617,10.643798587668098,3.52817741866056,1.1384421995648009,2.8956164787508167,2.4226296941314915,49.05749164079068,30.418642835272504,6.031645342354233,2.1575378913515157,4.597995171464895,10.367913364427014,3.532472164376785,1.1386659339149237,2.7642409896801072,2.3698788052403383,48.01337392689675
gilgesh01,Shai Gilgeous-Alexander,27.0,9.058823529411764,1.6911764705882353,7.9411764705882355,4.294117647058823,6.588235294117647,1.3970588235294117,0.7647058823529411,2.2205882352941178,9.171052631578947,2.1447368421052633,7.907894736842105,4.9868421052631575,6.394736842105263,1.7236842105263157,1.013157894736842,2.4078947368421053,9.346666666666666,1.2666666666666666,7.56,5.533333333333333,6.2,2.0,0.8933333333333333,2.16,49.59558823529412,52.77960526315789,50.97666666666667,33.59161609907122,8.913830005725256,1.7934064880941345,7.6680373885101405,4.704479018740259,6.369305205943005,1.5477452824531686,0.8506451261238828,2.2572393789618483,49.97863457425607,33.255699938080504,8.531787326951385,1.7745365687377321,7.289171957573931,4.730254695015679,6.143870262299875,1.5085380906093022,0.8312382225930851,2.219657449343587,48.3747039816423,32.59058593931889,8.072402071605625,1.7347242672787433,6.848433122035329,4.694109050248783,5.858758409970299,1.4533842343586973,0.8028682719735797,2.165506498334011,46.28293575834678,31.612868361139324,7.547696022404796,1.6754304883455218,6.356991855129549,4.598631141774973,5.521774402238369,1.3839230695325018,0.7664009015291439,2.095418118768179,43.76256477829118,30.34835362669375,6.971842451621489,1.5987671410924293,5.8276810452063215,4.448400884834193,5.142439176304723,1.3022695637323498,0.7229711909353438,2.0104469881930895,40.88708525746525
antetgi01,Giannis Antetokounmpo,31.0,9.944444444444445,0.4166666666666667,6.444444444444445,9.777777777777779,5.444444444444445,0.9444444444444444,0.6666666666666666,3.1944444444444446,11.626865671641792,0.208955223880597,6.507462686567164,11.91044776119403,6.462686567164179,0.8656716417910447,1.164179104477612,3.074626865671642,11.0,0.4657534246575342,7.041095890410959,11.520547945205479,6.52054794520548,1.1917808219178083,1.082191780821918,3.4246575342465753,49.59722222222223,57.492537313432834,57.455479452054796,29.83906440400736,9.60340299725551,0.3935868886301978,5.837791800693959,9.821203107227403,5.436594094332273,0.8860687650907049,0.8482229752974704,2.912437766249965,48.6691180842796,28.34711118380699,8.670767657394315,0.4445819255385489,5.2775876712977965,8.976059151675544,4.985436481246431,0.8431322272798805,0.7834891030686713,2.7202565613932483,44.544211804166636,26.64628451277857,7.725314253877441,0.4817363634495581,4.708586658290738,8.101592134940633,4.51555786097868,0.7925785079474253,0.7149902079652811,2.5173435126780728,40.261216892024486,24.781044596884065,6.789704296259316,0.5052793906582136,4.144511618830058,7.220125631548297,4.039184829271284,0.736160432703265,0.6445895448771932,2.3070840858187096,35.931650578917186,22.79856102913334,5.884719605250264,0.5158829818855899,3.597982002604847,6.3526938978157474,3.567927441792444,0.6757085968136012,0.5740871309255686,2.0930082497978995,31.660916024299883
cunnica01,Cade Cunningham,24.0,6.609375,1.953125,4.84375,5.546875,9.90625,1.4375,0.84375,3.6875,7.642857142857143,2.1285714285714286,4.4714285714285715,6.071428571428571,9.114285714285714,1.0142857142857142,0.7571428571428571,4.414285714285715,6.532258064516129,1.9193548387096775,3.838709677419355,4.32258064516129,7.483870967741935,0.9032258064516129,0.3548387096774194,3.4193548387096775,48.43359375,48.73928571428571,40.096774193548384,34.216232718894005,6.888805808271412,2.024077221475701,4.591810209378404,5.691500021697334,9.28686136670946,1.2624319288105494,0.7756485468927623,3.7625364855968684,47.68121327614238,34.216232718894005,6.786624666470902,2.0317878716503035,4.517360447376127,5.770073438807456,9.050644715204612,1.2691788343962322,0.7775741853952967,3.6315422632435164,47.252267174546375,34.216232718894005,6.66285611291515,2.031032637377477,4.428878057310472,5.8216406840401955,8.79086593167842,1.2705364816100366,0.7763135093589785,3.523030989854849,46.64322243485168,34.216232718894005,6.519482198763054,2.0222279866936677,4.327712071098638,5.847122691216455,8.51062995227755,1.2667561052360754,0.772030638754897,3.434752820284,45.868405798982586,33.87407039170507,6.3076653819131785,1.9897902996179855,4.181516629995463,5.800839198069578,8.147318847586108,1.2480547114190697,0.7587874197162259,3.3245461113462027,44.5896567682394
johnsja05,Jalen Johnson,24.0,6.666666666666667,1.6666666666666667,4.180555555555555,10.277777777777779,7.861111111111111,1.2361111111111112,0.4305555555555556,3.388888888888889,6.305555555555555,1.2222222222222223,2.611111111111111,9.972222222222221,5.027777777777778,1.5555555555555556,1.0,2.9444444444444446,5.142857142857143,1.2678571428571428,1.9107142857142858,8.714285714285714,3.625,1.1964285714285714,0.8392857142857143,1.8035714285714286,48.79166666666667,42.53472222222222,35.5,35.17321428571428,6.441278895437888,1.5873762655807708,3.6842940039602046,10.04317658014428,6.901670414097966,1.304106076054267,0.5867750741127551,3.0729515250428032,46.48074347571824,35.17321428571428,6.370530488436399,1.6187451736718512,3.659459729837133,9.925749001465938,6.7915442960362205,1.3108307204560643,0.5987783393431304,2.9903927522863825,46.17528066706743,35.17321428571428,6.27809959505014,1.6420954517650124,3.6213665567984954,9.774904456750155,6.660067269435817,1.3120117226889563,0.607795161159476,2.9247143309280506,45.68984017951807,35.17321428571428,6.165705780447915,1.6576279093838298,3.570926628949321,9.593356589655277,6.509238597924704,1.3079010693516127,0.6138979063516599,2.8743697112985833,45.037188647710046,34.821482142857135,5.986859718072704,1.6522775450772187,3.481033753604686,9.308854257280068,6.290377117390228,1.2883928783727105,0.61224364950904,2.8041046405170733,43.88244005817214
maxeyty01,Tyrese Maxey,25.0,6.771428571428571,3.142857142857143,5.314285714285714,4.142857142857143,6.585714285714285,1.8571428571428572,0.7857142857142857,2.442857142857143,6.076923076923077,3.0961538461538463,4.884615384615385,3.3461538461538463,6.096153846153846,1.75,0.40384615384615385,2.3846153846153846,6.085714285714285,3.0285714285714285,4.685714285714286,3.6857142857142855,6.185714285714286,0.9857142857142858,0.4714285714285714,1.6571428571428573,47.40714285714286,42.76923076923077,41.91428571428571,37.86769230769231,6.50050133142255,3.102292862601983,5.090144761623187,4.051081382943504,6.384627458595821,1.7329351531935375,0.669208222236866,2.3158865966084043,45.68516238140395,37.86769230769231,6.42644223186566,3.0621109670767366,4.998735302493958,4.215336026984834,6.298323734994708,1.719336410700568,0.6772765162750111,2.298541320221702,45.3985634975189,37.86769230769231,6.33055235381941,3.0117762955407352,4.892066969127014,4.354429357638288,6.191323407383646,1.699580443481538,0.6822354978945445,2.2913107033723445,44.93649890257736,37.489015384615385,6.164797340124614,2.9284968885746787,4.733438158688298,4.432689743452219,6.016818197073851,1.6606944934158778,0.6787123049708649,2.2661271384918873,43.960363007115156,36.73923507692308,5.933695437145023,2.8145118858748224,4.526959159479533,4.449329462093884,5.7794781226577125,1.6037778286334572,0.666903327037589,2.223054231419285,42.49859989863042
youngtr01,Trae Young,26.0,,,,,,,,,4.578947368421052,2.8684210526315788,6.4605263157894735,3.1052631578947367,11.578947368421053,1.1973684210526316,0.15789473684210525,4.671052631578948,4.777777777777778,3.240740740740741,6.444444444444445,2.759259259259259,10.796296296296296,1.3333333333333333,0.2037037037037037,4.351851851851852,0.0,45.848684210526315,46.26388888888888,36.02034600389864,4.604943464385674,2.86972327592565,6.131037343681015,3.3714967180391437,10.801360914558616,1.2263102238630104,0.2192530044638069,4.357762350535586,45.078751651002015,36.02034600389864,4.5898498048560095,2.821816788954296,5.951141949959484,3.5443156907095,10.437706729814039,1.2284596746143392,0.24689871530691496,4.234571917557947,44.51667745570586,35.66014254385965,4.520747107103624,2.7432070341842594,5.7116006743341705,3.663483183508446,9.97255658301732,1.2157529946942274,0.2697964318738743,4.084935412578848,43.449535991852514,34.946939692982454,4.399893973240865,2.6360027445748915,5.418331070060753,3.7273039923375446,9.41718670425188,1.1886793012893688,0.28753708976972225,3.9102686265120448,41.90833576592907,33.89853150219298,4.231354818987366,2.5033202675721915,5.079166272728933,3.7359673275140257,8.786105217867487,1.148227470409534,0.2998843451262785,3.71273958684772,39.940807537261776
tatumja01,Jayson Tatum,27.0,4.4375,2.9375,4.0625,10.0,5.3125,1.375,0.1875,2.4375,5.722222222222222,3.4722222222222223,4.972222222222222,8.652777777777779,5.986111111111111,1.0555555555555556,0.5277777777777778,2.9027777777777777,5.986486486486487,3.0945945945945947,5.594594594594595,8.121621621621621,4.918918918918919,1.0135135135135136,0.581081081081081,2.5405405405405403,44.125,48.34375000000001,46.30067567567568,34.082657657657656,5.175546717518827,3.063989302423675,4.537538573163494,8.406815460423498,5.298154724544366,1.090383790412128,0.45524039407243927,2.570254239221243,44.342472577176615,33.74183108108108,5.053173448389321,2.960707407907645,4.376243391045613,8.186261636660122,5.150167535888821,1.083328249549007,0.46324061442642944,2.5145131727029644,43.15867200280496,33.06699445945946,4.876610946295336,2.8281823341460357,4.172408939721258,7.879690539074559,4.948797651719804,1.063132915473741,0.46474764077682407,2.4409365831526024,41.518280307097776,32.074984625675675,4.651198165949061,2.6700879438579865,3.9316147617284374,7.496136834788052,4.699888506559051,1.030610977060105,0.4599188310297063,2.3503982792297626,39.4701392050889,30.791985240648646,4.383899849757445,2.4909449602284544,3.660663254033396,7.04719434672187,4.4108626609254005,0.98698836296023,0.44912490900000485,2.244233927081394,37.07669433940386
